TS,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz
2024-06-07 10:14:45.630164,1,0,0,0,0,0,79,82,10,0,75,129.55,87,24.00,-12.00,-1001.00
2024-06-07 10:14:45.630353,1,0,0,0,0,0,79,82,10,0,75,129.55,87,23.00,-12.00,-1000.00
2024-06-07 10:14:45.727168,1,0,0,0,0,0,79,82,10,0,75,129.58,87,24.00,-11.00,-999.00
2024-06-07 10:14:45.829474,1,0,0,0,0,0,79,82,10,0,75,129.54,87,25.00,-12.00,-999.00
2024-06-07 10:14:45.931555,1,0,0,0,0,0,79,82,10,0,75,129.58,87,23.00,-10.00,-1002.00
2024-06-07 10:14:46.034043,1,0,0,0,0,0,79,82,10,0,75,129.57,87,23.00,-11.00,-998.00
2024-06-07 10:14:46.135952,1,0,0,0,0,0,79,81,10,0,75,129.55,87,24.00,-10.00,-998.00
2024-06-07 10:14:46.236717,1,0,0,0,0,0,79,81,10,0,75,129.56,87,26.00,-12.00,-998.00
2024-06-07 10:14:46.338602,1,0,0,0,0,0,79,81,10,0,75,129.53,87,24.00,-12.00,-1000.00
2024-06-07 10:14:46.443423,1,0,0,0,0,0,79,81,10,0,75,129.55,87,26.00,-11.00,-1001.00
2024-06-07 10:14:46.542455,1,0,0,0,0,0,79,81,10,0,75,129.55,87,24.00,-10.00,-997.00
2024-06-07 10:14:46.648255,1,0,0,0,0,0,79,81,10,0,75,129.58,87,24.00,-12.00,-999.00
2024-06-07 10:14:46.746939,1,0,0,0,0,0,79,81,10,0,75,129.57,87,23.00,-11.00,-1002.00
2024-06-07 10:14:46.853017,1,0,0,0,0,0,79,81,10,0,75,129.57,87,23.00,-12.00,-996.00
2024-06-07 10:14:46.950829,1,0,0,0,0,0,79,81,10,0,75,129.51,87,25.00,-11.00,-998.00
2024-06-07 10:14:47.057925,1,0,0,0,0,0,79,81,10,0,75,129.55,87,24.00,-10.00,-1001.00
2024-06-07 10:14:47.155571,1,0,0,0,0,0,79,82,10,0,75,129.60,87,25.00,-9.00,-1000.00
2024-06-07 10:14:47.262681,1,0,0,0,0,0,79,82,10,0,75,129.51,87,26.00,-10.00,-998.00
2024-06-07 10:14:47.365095,1,0,0,0,0,0,79,82,10,0,75,129.55,87,24.00,-12.00,-999.00
2024-06-07 10:14:47.461574,1,0,0,0,0,0,79,82,10,0,75,129.52,87,24.00,-10.00,-1000.00
2024-06-07 10:14:47.563598,1,0,0,0,0,0,79,82,10,0,75,129.59,87,23.00,-11.00,-999.00
2024-06-07 10:14:47.668623,1,0,0,0,0,0,79,82,10,0,75,129.56,87,23.00,-10.00,-998.00
2024-06-07 10:14:47.767908,1,0,0,0,0,0,79,82,10,0,75,129.54,87,24.00,-10.00,-998.00
2024-06-07 10:14:47.877357,1,0,0,0,0,0,79,82,10,0,75,129.55,87,25.00,-11.00,-1000.00
2024-06-07 10:14:47.971528,1,0,0,0,0,0,79,82,10,0,75,129.53,87,25.00,-10.00,-998.00
2024-06-07 10:14:48.022779,1,0,0,0,0,0,79,82,10,0,75,129.54,87,25.00,-10.00,-996.00
2024-06-07 10:14:48.175360,1,0,0,0,0,0,79,81,10,0,75,129.55,87,25.00,-10.00,-999.00
2024-06-07 10:14:48.286533,1,0,0,0,0,0,79,81,10,0,75,129.56,87,24.00,-11.00,-997.00
2024-06-07 10:14:48.379336,1,0,0,0,0,0,79,81,10,0,75,129.56,87,21.00,-19.00,-1001.00
2024-06-07 10:14:48.430497,1,0,0,0,0,0,79,81,10,0,75,129.56,87,32.00,-14.00,-1012.00
2024-06-07 10:14:48.532410,1,0,0,0,0,0,79,81,10,0,75,129.56,87,40.00,31.00,-997.00
2024-06-07 10:14:48.701552,1,0,0,0,0,0,79,81,10,0,75,129.56,87,-10.00,-18.00,-1025.00
2024-06-07 10:14:48.736940,1,1,0,0,0,0,79,81,10,0,75,129.56,87,57.00,-47.00,-1094.00
2024-06-07 10:14:48.901050,-1,3,0,0,0,0,79,81,10,0,75,129.56,87,-8.00,-16.00,-1221.00
2024-06-07 10:14:48.940355,-2,2,0,0,1,-3,79,81,10,0,75,129.56,87,66.00,-50.00,-1307.00
2024-06-07 10:14:49.105956,0,-1,0,0,0,-6,79,81,10,0,75,129.56,87,-37.00,-111.00,-1226.00
2024-06-07 10:14:49.144703,1,0,0,0,0,-7,80,82,17,10,75,130.08,87,-111.00,-58.00,-1071.00
2024-06-07 10:14:49.246403,0,2,0,0,-1,-8,80,82,25,20,75,130.23,88,-35.00,-30.00,-997.00
2024-06-07 10:14:49.348421,0,3,0,0,-1,-7,80,82,32,20,75,130.28,88,13.00,-76.00,-930.00
2024-06-07 10:14:49.518034,0,4,0,0,-1,-7,80,82,38,30,75,130.37,88,-41.00,-41.00,-888.00
2024-06-07 10:14:49.552574,-1,4,0,0,-1,-5,80,82,45,40,75,130.43,88,-82.00,-48.00,-913.00
2024-06-07 10:14:49.724776,-2,3,0,0,-1,-5,80,82,50,40,75,130.41,88,23.00,-42.00,-900.00
2024-06-07 10:14:49.756682,-1,3,0,0,0,-4,80,82,55,40,75,130.49,88,-23.00,-42.00,-903.00
2024-06-07 10:14:49.925029,-1,3,0,0,0,-3,80,82,60,50,75,130.59,88,23.00,-73.00,-903.00
2024-06-07 10:14:49.960625,0,4,0,0,0,-2,80,82,64,50,75,130.58,88,12.00,-70.00,-975.00
2024-06-07 10:14:50.062665,0,4,0,0,0,-2,80,82,66,50,75,130.62,88,-6.00,-64.00,-976.00
2024-06-07 10:14:50.232219,1,4,0,0,0,-2,80,82,69,50,75,130.61,88,11.00,-65.00,-960.00
2024-06-07 10:14:50.267321,1,4,0,0,0,-1,80,82,72,60,75,130.75,89,18.00,-44.00,-963.00
2024-06-07 10:14:50.369508,0,3,0,0,0,-1,80,82,74,60,75,130.78,89,87.00,-83.00,-943.00
2024-06-07 10:14:50.539614,0,3,0,0,0,-1,80,82,76,60,75,130.80,89,63.00,-92.00,-966.00
2024-06-07 10:14:50.573941,0,3,0,0,0,0,80,82,77,60,75,130.78,89,-19.00,-44.00,-969.00
2024-06-07 10:14:50.674395,0,3,0,0,0,0,80,82,78,60,75,130.71,89,67.00,-77.00,-979.00
2024-06-07 10:14:50.777751,0,3,0,0,0,0,80,82,80,60,75,130.76,89,18.00,-27.00,-982.00
2024-06-07 10:14:50.879778,0,3,0,0,0,0,80,82,81,70,75,130.77,89,-52.00,-26.00,-996.00
2024-06-07 10:14:50.983999,-1,2,0,0,0,0,80,82,83,70,75,130.78,89,-27.00,-12.00,-999.00
2024-06-07 10:14:51.084773,-1,1,0,0,0,0,80,82,84,70,75,130.77,89,-23.00,-68.00,-955.00
2024-06-07 10:14:51.190104,-2,1,0,0,0,0,80,82,86,70,75,130.75,89,3.00,-64.00,-1027.00
2024-06-07 10:14:51.291460,-2,2,0,0,0,0,80,82,87,70,75,130.84,90,-15.00,-29.00,-960.00
2024-06-07 10:14:51.388485,-1,2,0,0,0,0,80,82,87,70,75,130.78,90,-38.00,-38.00,-975.00
2024-06-07 10:14:51.563365,0,3,0,0,0,0,80,82,88,70,75,130.80,90,-25.00,-50.00,-1010.00
2024-06-07 10:14:51.563570,1,3,0,0,0,0,80,82,87,70,75,130.77,90,11.00,-58.00,-1009.00
2024-06-07 10:14:51.643226,1,3,0,0,0,0,80,82,86,70,75,130.69,90,38.00,-72.00,-951.00
2024-06-07 10:14:51.768842,2,4,0,0,0,0,80,82,87,70,75,130.68,90,48.00,-33.00,-1050.00
2024-06-07 10:14:51.847342,2,4,0,0,0,0,80,82,86,70,75,130.80,90,-67.00,-21.00,-971.00
2024-06-07 10:14:51.973367,1,3,0,0,0,0,80,82,87,70,75,130.77,90,-18.00,-48.00,-941.00
2024-06-07 10:14:52.051267,0,2,0,0,0,0,80,82,86,70,75,130.76,90,-30.00,-28.00,-1025.00
2024-06-07 10:14:52.153401,-1,2,0,-1,0,0,80,82,85,70,75,130.71,90,-42.00,-24.00,-1011.00
2024-06-07 10:14:52.280163,-2,2,0,-1,0,0,80,82,84,70,75,130.71,91,76.00,-85.00,-971.00
2024-06-07 10:14:52.357260,-3,2,0,0,0,0,80,82,83,70,75,130.66,91,-65.00,-38.00,-1026.00
2024-06-07 10:14:52.459248,-3,2,0,0,0,0,80,82,83,70,75,130.73,91,-90.00,-21.00,-1014.00
2024-06-07 10:14:52.587373,-2,2,0,0,0,0,80,82,82,70,75,130.72,91,-55.00,-60.00,-983.00
2024-06-07 10:14:52.663608,-3,2,0,0,0,0,80,82,82,70,75,130.72,91,-90.00,-25.00,-1044.00
2024-06-07 10:14:52.792210,-2,2,0,0,0,0,80,82,81,70,75,130.68,91,-24.00,-20.00,-983.00
