TS,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz
2024-05-19 09:06:29.550496,0,0,-7,0,0,0,87,89,10,0,64,131.46,254,2.00,5.00,-999.00
2024-05-19 09:06:29.652461,0,0,-7,0,0,0,87,89,10,0,64,131.46,254,2.00,5.00,-999.00
2024-05-19 09:06:29.768120,0,0,-7,0,0,0,87,90,10,0,64,131.48,254,2.00,4.00,-998.00
2024-05-19 09:06:29.856410,0,0,-7,0,0,0,87,90,10,0,64,131.46,254,2.00,4.00,-1000.00
2024-05-19 09:06:29.972736,0,0,-7,0,0,0,87,90,10,0,64,131.49,254,3.00,4.00,-1000.00
2024-05-19 09:06:30.060454,0,0,-7,0,0,0,87,90,10,0,64,131.48,254,2.00,7.00,-1000.00
2024-05-19 09:06:30.177470,0,0,-7,0,0,0,87,90,10,0,64,131.45,254,4.00,4.00,-1002.00
2024-05-19 09:06:30.264052,0,0,-7,0,0,0,87,90,10,0,64,131.53,254,1.00,5.00,-999.00
2024-05-19 09:06:30.382159,0,0,-7,0,0,0,87,90,10,0,64,131.53,254,4.00,4.00,-999.00
2024-05-19 09:06:30.468041,0,0,-7,0,0,0,87,90,10,0,64,131.49,254,3.00,3.00,-999.00
2024-05-19 09:06:30.586986,0,0,-7,0,0,0,87,90,10,0,64,131.51,254,2.00,5.00,-1001.00
2024-05-19 09:06:30.671882,0,0,-7,0,0,0,87,90,10,0,64,131.48,254,2.00,3.00,-1000.00
2024-05-19 09:06:30.791861,0,0,-7,0,0,0,87,89,10,0,64,131.45,254,3.00,4.00,-999.00
2024-05-19 09:06:30.875934,0,0,-7,0,0,0,87,89,10,0,64,131.48,254,2.00,3.00,-998.00
2024-05-19 09:06:30.996641,0,0,-7,0,0,0,87,89,10,0,64,131.45,254,2.00,3.00,-999.00
2024-05-19 09:06:31.080102,0,0,-7,0,0,0,87,89,10,0,64,131.47,254,2.00,3.00,-998.00
2024-05-19 09:06:31.201490,0,0,-7,0,0,0,87,89,10,0,64,131.45,254,1.00,4.00,-999.00
