TS,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz
2024-05-17 17:00:13.174179,0,0,-1,0,0,0,73,74,10,0,35,190.57,324,9.00,4.00,-998.00
2024-05-17 17:00:13.278902,0,0,-1,0,0,0,73,74,10,0,35,190.56,324,8.00,6.00,-999.00
2024-05-17 17:00:13.379083,0,0,-1,0,0,0,73,74,10,0,35,190.62,324,8.00,7.00,-999.00
2024-05-17 17:00:13.480160,0,0,-1,0,0,0,73,74,10,0,35,190.63,324,8.00,5.00,-999.00
2024-05-17 17:00:13.583459,0,0,-1,0,0,0,73,74,10,0,35,190.56,324,10.00,6.00,-1001.00
2024-05-17 17:00:13.732971,0,0,-1,0,0,0,73,74,10,0,35,190.62,324,9.00,4.00,-1000.00
2024-05-17 17:00:13.787737,0,0,-1,0,0,0,73,74,10,0,35,190.59,324,7.00,5.00,-1001.00
2024-05-17 17:00:13.887905,0,0,-1,0,0,0,73,74,10,0,35,190.61,324,8.00,5.00,-998.00
2024-05-17 17:00:13.990092,0,0,-1,0,0,0,73,74,10,0,35,190.61,324,8.00,6.00,-999.00
2024-05-17 17:00:14.141551,0,0,-1,0,0,0,73,74,10,0,35,190.56,324,10.00,4.00,-999.00
2024-05-17 17:00:14.193891,0,0,-1,0,0,0,73,74,10,0,35,190.57,324,9.00,5.00,-999.00
2024-05-17 17:00:14.346308,0,0,-1,0,0,0,73,74,10,0,35,190.57,324,8.00,5.00,-1003.00
2024-05-17 17:00:14.398098,0,0,-1,0,0,0,73,74,10,0,35,190.64,324,10.00,5.00,-1001.00
2024-05-17 17:00:14.449007,0,0,-1,0,0,0,73,74,10,0,35,190.62,324,8.00,5.00,-998.00
2024-05-17 17:00:14.551275,0,0,-1,0,0,0,73,74,10,0,35,190.60,324,10.00,6.00,-1001.00
2024-05-17 17:00:14.704027,0,0,-1,0,0,0,72,75,10,0,35,190.62,324,9.00,5.00,-997.00
2024-05-17 17:00:14.755854,0,0,-1,0,0,0,72,75,10,0,35,190.64,324,9.00,6.00,-1001.00
2024-05-17 17:00:14.858486,0,0,-1,0,0,0,72,75,10,0,35,190.64,324,9.00,5.00,-1001.00
2024-05-17 17:00:14.960846,0,0,-1,0,0,0,72,75,10,0,35,190.57,324,10.00,6.00,-998.00
2024-05-17 17:00:15.064146,0,0,-1,0,0,0,72,75,10,0,35,190.61,324,9.00,6.00,-999.00
2024-05-17 17:00:15.163158,0,0,-1,0,0,0,72,75,10,0,35,190.61,324,10.00,4.00,-997.00
2024-05-17 17:00:15.267976,0,0,-1,0,0,0,72,75,10,0,35,190.65,324,9.00,6.00,-999.00
2024-05-17 17:00:15.367460,0,0,-1,0,0,0,72,75,10,0,35,190.64,324,8.00,5.00,-1000.00
2024-05-17 17:00:15.473302,0,0,-1,0,0,0,72,75,10,0,35,190.65,324,8.00,4.00,-1001.00
2024-05-17 17:00:15.571186,0,0,-1,0,0,0,72,75,10,0,35,190.57,324,10.00,5.00,-999.00
2024-05-17 17:00:15.677542,0,0,-1,0,0,0,72,76,10,0,35,190.55,324,9.00,5.00,-997.00
2024-05-17 17:00:15.775345,0,0,-1,0,0,0,72,76,10,0,35,190.62,324,8.00,6.00,-1000.00
2024-05-17 17:00:15.882480,0,0,-1,0,0,0,72,76,10,0,35,190.60,324,9.00,5.00,-1001.00
2024-05-17 17:00:15.979131,0,0,-1,0,0,0,72,76,10,0,35,190.56,324,8.00,6.00,-1001.00
2024-05-17 17:00:16.087284,0,0,-1,0,0,0,72,76,10,0,35,190.60,324,9.00,4.00,-997.00
2024-05-17 17:00:16.183118,0,0,-1,0,0,0,72,76,10,0,35,190.58,324,9.00,6.00,-1000.00
2024-05-17 17:00:16.284975,0,0,-1,0,0,0,72,76,10,0,35,190.65,324,10.00,5.00,-1003.00
2024-05-17 17:00:16.394346,0,0,-1,0,0,0,72,76,10,0,35,190.56,325,7.00,1.00,-999.00
2024-05-17 17:00:16.490144,0,0,-1,0,0,0,72,76,10,0,35,190.56,325,12.00,7.00,-994.00
2024-05-17 17:00:16.599120,0,0,0,0,0,0,72,76,10,0,35,190.56,325,12.00,15.00,-998.00
2024-05-17 17:00:16.692815,0,0,0,0,0,0,73,75,10,0,35,190.56,325,-2.00,-17.00,-1018.00
2024-05-17 17:00:16.803735,0,0,1,0,0,0,73,75,10,0,35,190.56,325,-1.00,2.00,-1077.00
2024-05-17 17:00:16.897012,1,0,1,0,0,0,73,75,10,0,35,190.56,325,-6.00,-34.00,-1081.00
2024-05-17 17:00:17.008634,1,-1,1,0,0,-1,73,75,10,0,35,190.56,325,4.00,-3.00,-1157.00
