TS,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz
2025-08-06T12:38:08.814503,0,0,76,0,0,0,69,72,10,0,33,157.40,0,14.00,4.00,-1005.00
2025-08-06T12:38:08.958719,0,0,76,0,0,0,70,72,10,0,33,157.28,0,12.00,1.00,-995.00
2025-08-06T12:38:09.018151,0,0,76,0,0,0,70,72,10,0,33,157.25,0,12.00,2.00,-994.00
2025-08-06T12:38:09.163768,0,0,76,0,0,0,70,72,10,0,33,157.13,0,13.00,3.00,-1000.00
2025-08-06T12:38:09.222068,0,0,76,0,0,0,70,72,10,0,33,157.04,0,13.00,3.00,-1001.00
2025-08-06T12:38:09.324298,0,0,76,0,0,0,70,72,10,0,33,157.67,0,13.00,3.00,-1000.00
2025-08-06T12:38:09.472616,0,0,76,0,0,0,70,72,10,0,33,157.36,0,12.00,2.00,-978.00
2025-08-06T12:38:09.529014,0,0,76,0,0,0,70,72,10,0,33,157.32,0,11.00,2.00,-995.00
2025-08-06T12:38:09.675349,0,0,76,0,0,0,70,72,10,0,33,157.28,0,14.00,2.00,-1000.00
2025-08-06T12:38:09.732485,0,0,76,0,0,0,70,72,10,0,33,157.34,0,11.00,2.00,-1003.00
2025-08-06T12:38:09.880073,0,0,76,0,0,0,70,72,10,0,33,157.21,0,13.00,1.00,-1003.00
2025-08-06T12:38:09.936135,0,0,76,0,0,0,70,72,10,0,33,157.17,0,14.00,2.00,-996.00
2025-08-06T12:38:10.038131,0,0,76,0,0,0,70,72,10,0,33,157.21,0,11.00,4.00,-993.00
2025-08-06T12:38:10.140258,0,0,76,0,0,0,70,72,10,0,33,157.06,0,12.00,3.00,-997.00
2025-08-06T12:38:10.289584,0,0,76,0,0,0,70,72,10,0,33,157.29,0,13.00,3.00,-1006.00
2025-08-06T12:38:10.344046,0,0,76,0,0,0,70,72,10,0,33,157.37,0,14.00,1.00,-1038.00
2025-08-06T12:38:10.495316,0,0,76,0,0,0,70,72,10,0,33,157.19,0,13.00,4.00,-1008.00
2025-08-06T12:38:10.548500,0,0,76,0,0,0,70,72,10,0,33,157.05,0,13.00,4.00,-999.00
2025-08-06T12:38:10.649979,0,0,76,0,0,0,70,72,10,0,33,157.12,0,12.00,4.00,-993.00
2025-08-06T12:38:10.801440,0,0,76,0,0,0,70,72,10,0,33,157.38,0,13.00,3.00,-1021.00
2025-08-06T12:38:10.853827,0,0,76,0,0,0,70,72,10,0,33,157.13,0,12.00,0.00,-1000.00
2025-08-06T12:38:11.006237,0,0,76,0,0,0,70,72,10,0,33,157.27,0,14.00,2.00,-995.00
2025-08-06T12:38:11.006774,0,0,76,0,0,0,70,72,10,0,33,157.31,0,13.00,4.00,-994.00
2025-08-06T12:38:11.211208,0,0,76,0,0,0,70,72,10,0,33,157.07,0,13.00,4.00,-1001.00
2025-08-06T12:38:11.211404,0,0,76,0,0,0,70,72,10,0,33,157.26,0,18.00,6.00,-984.00
2025-08-06T12:38:11.312918,0,0,76,0,0,0,70,72,10,0,33,157.36,0,14.00,6.00,-1006.00
2025-08-06T12:38:11.416290,0,0,76,0,0,0,70,72,10,0,33,157.27,0,-69.00,75.00,-1013.00
2025-08-06T12:38:11.520226,0,0,76,0,0,0,70,72,10,0,33,157.24,0,15.00,-8.00,-997.00
2025-08-06T12:38:11.621588,0,0,74,0,0,0,70,72,10,0,33,156.94,0,138.00,18.00,-1477.00
2025-08-06T12:38:11.720917,-1,3,74,-1,0,-3,70,72,10,0,33,157.37,0,-234.00,338.00,-992.00
2025-08-06T12:38:11.825251,9,2,75,-5,0,-4,70,72,10,0,33,157.44,0,-140.00,139.00,-684.00
2025-08-06T12:38:11.929130,17,-5,80,-8,-3,-1,70,73,10,0,33,157.66,0,-25.00,-32.00,-681.00
2025-08-06T12:38:12.026792,21,-11,83,-7,-5,2,70,73,37,0,33,157.36,0,49.00,-39.00,-776.00
2025-08-06T12:38:12.132136,12,-13,82,-5,-6,6,70,73,10,0,33,156.95,0,309.00,59.00,-862.00
2025-08-06T12:38:12.230490,2,-18,78,-2,-4,7,70,73,10,0,33,157.29,0,153.00,234.00,-1104.00
2025-08-06T12:38:12.332554,-1,-22,73,0,-3,6,70,73,10,-10,33,157.03,0,61.00,402.00,-836.00
2025-08-06T12:38:12.434460,-3,-23,65,0,-1,7,70,73,10,-20,33,157.30,0,126.00,597.00,-991.00
2025-08-06T12:38:12.539872,-4,-22,61,1,0,6,70,73,56,-20,33,157.18,0,-86.00,406.00,-1067.00
2025-08-06T12:38:12.638771,-6,-19,54,2,0,6,70,73,50,-30,33,157.08,0,-327.00,261.00,-1000.00
2025-08-06T12:38:12.740598,-9,-17,47,1,0,5,70,73,45,-40,33,156.99,0,-101.00,358.00,-1056.00
2025-08-06T12:38:12.851256,-11,-17,48,0,1,3,70,73,42,-40,33,157.02,0,-312.00,275.00,-992.00
2025-08-06T12:38:12.945229,-12,-17,44,0,0,3,70,72,40,-40,33,156.80,0,-177.00,305.00,-1023.00
2025-08-06T12:38:13.047377,-14,-19,37,0,0,1,70,72,39,-50,33,157.08,0,-253.00,330.00,-1116.00
2025-08-06T12:38:13.148533,-13,-16,32,1,0,0,70,72,39,-50,33,156.61,0,-287.00,332.00,-979.00
2025-08-06T12:38:13.258542,-20,-16,23,0,0,0,70,72,47,-50,33,156.90,0,-720.00,463.00,-628.00
2025-08-06T12:38:13.352284,-42,-22,8,0,0,0,70,72,66,0,33,156.85,0,-528.00,194.00,-803.00
2025-08-06T12:38:13.454254,-48,-31,13,0,0,-1,70,72,68,0,33,156.84,0,-683.00,424.00,-563.00
2025-08-06T12:38:13.556638,-43,-32,12,1,0,-1,70,72,64,0,33,156.62,0,-758.00,484.00,-738.00
2025-08-06T12:38:13.668110,-36,-36,14,1,1,-2,70,72,54,0,33,156.65,0,-619.00,516.00,-748.00
2025-08-06T12:38:13.760350,-29,-37,16,1,0,-3,70,72,40,0,33,157.22,0,-513.00,635.00,-672.00
2025-08-06T12:38:13.862289,-26,-40,18,0,0,-4,70,72,10,0,33,157.21,0,-454.00,653.00,-689.00
2025-08-06T12:38:13.978507,-22,-43,23,0,0,-4,70,72,10,0,33,156.94,0,-353.00,623.00,-639.00
2025-08-06T12:38:14.067016,-11,-42,32,0,0,-4,70,72,10,0,33,157.03,0,-205.00,687.00,-738.00
2025-08-06T12:38:14.180513,-9,-40,32,0,0,-4,70,72,10,0,33,157.22,0,-85.00,507.00,-618.00
2025-08-06T12:38:14.271278,-8,-38,32,0,0,-2,70,72,10,0,33,157.43,0,-93.00,343.00,-664.00
2025-08-06T12:38:14.321193,-7,-36,35,0,0,0,70,72,10,0,33,157.03,0,-41.00,380.00,-680.00
2025-08-06T12:38:14.487361,-8,-35,35,0,0,2,70,72,10,0,33,157.32,0,16.00,430.00,-542.00
2025-08-06T12:38:14.525462,-9,-38,30,0,0,5,70,72,10,0,33,156.90,0,-117.00,510.00,-799.00
2025-08-06T12:38:14.692078,-12,-38,24,0,0,6,70,72,10,0,33,156.95,0,-257.00,942.00,-733.00
2025-08-06T12:38:14.729283,-12,-36,22,0,0,5,70,72,46,-10,33,156.85,0,-327.00,673.00,-824.00
2025-08-06T12:38:14.900456,-13,-35,18,0,0,4,70,72,47,-10,33,156.86,0,-400.00,574.00,-948.00
2025-08-06T12:38:14.933271,-14,-29,17,0,0,2,70,73,44,-20,33,156.85,0,-221.00,567.00,-911.00
2025-08-06T12:38:15.035181,-12,-24,24,0,0,1,70,73,41,-20,33,156.87,0,-295.00,387.00,-1064.00
2025-08-06T12:38:15.203953,-11,-23,25,0,0,0,70,73,40,-20,33,156.73,0,-136.00,217.00,-919.00
2025-08-06T12:38:15.239174,-10,-21,30,0,0,1,70,73,37,-20,33,156.94,0,-258.00,378.00,-865.00
2025-08-06T12:38:15.408901,-10,-17,35,0,0,1,70,73,35,0,33,156.75,0,-68.00,326.00,-911.00
2025-08-06T12:38:15.443187,-9,-16,42,0,0,1,70,73,33,0,33,156.85,0,-109.00,277.00,-939.00
2025-08-06T12:38:15.545532,-3,-15,45,0,0,1,70,73,31,0,33,156.77,0,37.00,275.00,-998.00
2025-08-06T12:38:15.647669,0,-15,43,0,0,1,70,73,10,0,33,156.80,0,106.00,256.00,-939.00
2025-08-06T12:38:15.818509,0,-15,45,0,0,1,70,73,10,0,33,156.80,0,68.00,313.00,-937.00
2025-08-06T12:38:15.851478,1,-16,47,0,0,1,70,73,10,0,33,156.79,0,-17.00,323.00,-984.00
2025-08-06T12:38:16.023100,0,-18,41,0,0,1,71,73,10,0,33,156.53,0,-53.00,305.00,-988.00
2025-08-06T12:38:16.055081,-1,-20,39,0,0,0,71,73,10,0,33,157.00,0,-103.00,340.00,-976.00
2025-08-06T12:38:16.157072,-4,-21,40,0,0,0,71,73,10,0,33,156.80,0,-138.00,365.00,-962.00
2025-08-06T12:38:16.331840,-10,-22,38,0,0,0,71,73,10,0,33,156.81,0,-57.00,322.00,-989.00
2025-08-06T12:38:16.361079,-12,-22,38,0,0,0,71,73,10,0,33,156.78,0,-13.00,334.00,-985.00
2025-08-06T12:38:16.535261,-6,-20,39,0,0,0,71,73,10,0,33,156.73,0,236.00,207.00,-1278.00
2025-08-06T12:38:16.565138,12,-8,44,0,0,-2,71,73,10,0,33,157.06,0,-411.00,477.00,-739.00
2025-08-06T12:38:16.667492,5,-12,44,0,0,0,71,73,10,0,33,156.72,0,184.00,-20.00,-1115.00
2025-08-06T12:38:16.842516,-4,-15,41,0,0,-1,71,73,10,0,33,156.85,0,-96.00,414.00,-1182.00
2025-08-06T12:38:16.871672,-11,-20,33,0,0,-2,71,73,36,0,33,156.71,0,-247.00,550.00,-1196.00
2025-08-06T12:38:16.974748,-27,-26,22,0,0,-4,71,73,49,0,33,156.94,0,-727.00,269.00,-880.00
2025-08-06T12:38:17.076197,-35,-30,21,0,0,-6,71,73,64,0,33,157.02,0,-695.00,582.00,-679.00
2025-08-06T12:38:17.177815,-41,-34,20,0,0,-6,71,73,10,10,33,157.11,0,-707.00,485.00,-638.00
2025-08-06T12:38:17.280636,-41,-41,21,0,0,-7,71,73,10,10,33,157.20,0,-697.00,531.00,-434.00
2025-08-06T12:38:17.329956,-36,-48,30,0,0,-7,71,73,10,20,33,157.34,0,-519.00,498.00,-401.00
2025-08-06T12:38:17.431894,-27,-49,36,0,0,-5,71,73,10,30,33,157.04,0,-304.00,437.00,-538.00
2025-08-06T12:38:17.534643,-19,-42,44,0,0,-2,71,73,10,30,33,157.16,0,-456.00,401.00,-550.00
2025-08-06T12:38:17.635859,-13,-39,45,0,0,0,71,73,10,30,33,157.19,0,-597.00,459.00,-704.00
2025-08-06T12:38:17.739005,-16,-37,39,0,0,0,71,73,10,30,33,157.07,0,-331.00,471.00,-699.00
2025-08-06T12:38:17.840198,-21,-41,37,0,0,1,71,73,34,30,33,157.23,0,-348.00,459.00,-563.00
2025-08-06T12:38:17.969392,-18,-34,36,0,0,5,72,73,66,0,33,157.25,0,-12.00,550.00,-703.00
2025-08-06T12:38:18.043947,4,-33,44,0,0,4,72,73,69,0,33,156.96,0,-1.00,820.00,-1017.00
2025-08-06T12:38:18.153408,5,-28,45,0,0,3,72,73,60,-10,33,156.89,0,160.00,906.00,-1189.00
2025-08-06T12:38:18.251289,6,-30,51,0,0,3,72,73,55,-10,33,156.95,0,207.00,721.00,-902.00
2025-08-06T12:38:18.350028,6,-31,54,0,0,4,72,73,52,-20,33,157.26,0,133.00,577.00,-825.00
2025-08-06T12:38:18.451893,-2,-30,40,0,0,4,72,73,45,-20,33,157.18,0,-7.00,634.00,-921.00
2025-08-06T12:38:18.583662,-19,-30,28,0,0,3,72,73,41,0,33,156.93,0,-255.00,674.00,-996.00
2025-08-06T12:38:18.655896,-19,-25,31,0,0,3,72,73,38,0,33,156.99,0,-335.00,500.00,-890.00
2025-08-06T12:38:18.788011,-12,-21,28,0,0,2,72,73,33,0,33,156.91,0,-399.00,520.00,-929.00
2025-08-06T12:38:18.860130,-19,-14,17,0,0,2,72,73,10,0,33,156.68,0,-249.00,433.00,-979.00
2025-08-06T12:38:18.993715,-20,-11,16,0,0,1,72,74,10,0,33,156.48,0,-265.00,243.00,-1194.00
2025-08-06T12:38:19.063968,-18,-7,18,0,0,1,72,74,10,0,33,156.61,0,-304.00,180.00,-945.00
2025-08-06T12:38:19.165796,-16,-7,16,0,0,0,72,74,10,0,33,156.64,0,-398.00,173.00,-994.00
2025-08-06T12:38:19.268276,-15,-10,15,0,0,0,72,74,10,0,33,156.78,0,-363.00,207.00,-991.00
2025-08-06T12:38:19.371249,-11,-12,14,0,0,-1,72,74,10,0,33,156.80,0,-248.00,192.00,-1030.00
2025-08-06T12:38:19.471760,-8,-13,26,0,0,-1,72,74,10,0,33,157.04,0,-145.00,203.00,-1062.00
2025-08-06T12:38:19.607797,-10,-17,27,0,0,-1,72,74,10,0,33,156.89,0,-240.00,253.00,-987.00
2025-08-06T12:38:19.675743,-16,-20,17,0,0,-2,72,74,32,0,33,156.96,0,-255.00,145.00,-954.00
2025-08-06T12:38:19.778179,-27,-24,11,0,0,-4,72,74,40,0,33,157.18,0,-189.00,139.00,-1015.00
2025-08-06T12:38:19.879775,-32,-22,7,0,0,-6,72,74,49,0,33,157.01,0,-398.00,367.00,-1062.00
2025-08-06T12:38:19.982897,-35,-19,6,0,0,-7,71,74,60,0,33,156.90,0,-701.00,533.00,-781.00
