TS,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz
2025-08-07T16:20:28.169958,0,0,-7,0,0,0,68,71,6553,0,33,159.37,0,6.00,-10.00,-999.00
2025-08-07T16:20:28.271933,0,0,-7,0,0,0,68,71,6553,0,33,159.08,0,5.00,-10.00,-997.00
2025-08-07T16:20:28.374563,0,0,-7,0,0,0,68,71,6553,0,33,158.95,0,5.00,-11.00,-999.00
2025-08-07T16:20:28.476647,0,0,-7,0,0,0,68,71,6553,0,33,159.24,0,5.00,-8.00,-1003.00
2025-08-07T16:20:28.578378,0,0,-7,0,0,0,68,71,6553,0,33,159.15,0,5.00,-9.00,-1001.00
2025-08-07T16:20:28.680371,0,0,-7,0,0,0,69,71,6553,0,33,159.37,0,4.00,-9.00,-1000.00
2025-08-07T16:20:28.784022,0,0,-7,0,0,0,69,71,6553,0,33,158.68,0,4.00,-10.00,-998.00
2025-08-07T16:20:28.884301,0,0,-7,0,0,0,69,71,6553,0,33,159.16,0,3.00,-11.00,-999.00
2025-08-07T16:20:28.985806,0,0,-7,0,0,0,69,71,6553,0,33,159.45,0,3.00,-9.00,-996.00
2025-08-07T16:20:29.088481,0,0,-7,0,0,0,69,71,6553,0,33,159.01,0,6.00,-9.00,-997.00
2025-08-07T16:20:29.191909,0,0,-7,0,0,0,69,71,6553,0,33,159.20,0,4.00,-9.00,-996.00
2025-08-07T16:20:29.292898,0,0,-7,0,0,0,69,71,6553,0,33,158.86,0,5.00,-11.00,-997.00
2025-08-07T16:20:29.401625,0,0,-7,0,0,0,69,71,6553,0,33,159.00,0,5.00,-10.00,-1003.00
2025-08-07T16:20:29.495543,0,0,-7,0,0,0,69,71,6553,0,33,159.49,0,4.00,-10.00,-989.00
2025-08-07T16:20:29.599317,0,0,-7,0,0,0,69,71,6553,0,33,159.15,0,4.00,-9.00,-999.00
2025-08-07T16:20:29.699597,0,0,-7,0,0,0,69,70,6553,0,33,159.21,0,5.00,-8.00,-1006.00
2025-08-07T16:20:29.801624,0,0,-7,0,0,0,69,70,6553,0,33,159.13,0,4.00,-8.00,-1003.00
2025-08-07T16:20:29.904237,0,0,-7,0,0,0,69,70,6553,0,33,159.02,0,5.00,-10.00,-996.00
2025-08-07T16:20:30.007097,0,0,-7,0,0,0,69,70,6553,0,33,159.32,0,4.00,-9.00,-1001.00
2025-08-07T16:20:30.110710,0,0,-7,0,0,0,69,70,6553,0,33,159.42,0,4.00,-10.00,-1005.00
2025-08-07T16:20:30.209575,0,0,-7,0,0,0,69,70,6553,0,33,159.27,0,5.00,-10.00,-998.00
2025-08-07T16:20:30.311522,0,0,-7,0,0,0,69,70,6553,0,33,159.19,0,4.00,-10.00,-1009.00
2025-08-07T16:20:30.413583,0,0,-7,0,0,0,69,70,6553,0,33,159.29,0,4.00,-10.00,-1005.00
2025-08-07T16:20:30.518953,0,0,-7,0,0,0,69,70,6553,0,33,159.31,0,5.00,-10.00,-1004.00
2025-08-07T16:20:30.617897,0,0,-7,0,0,0,69,70,6553,0,33,159.40,0,4.00,-8.00,-982.00
2025-08-07T16:20:30.719551,0,0,-7,0,0,0,69,71,6553,0,33,159.09,0,3.00,-9.00,-1003.00
2025-08-07T16:20:30.821574,0,0,-7,0,0,0,69,71,6553,0,33,159.38,0,4.00,-8.00,-999.00
2025-08-07T16:20:30.875199,0,0,-7,0,0,0,69,71,6553,0,33,158.92,0,4.00,-8.00,-1010.00
2025-08-07T16:20:30.974569,0,0,-7,0,0,0,69,71,6553,0,33,159.20,0,4.00,-9.00,-1006.00
2025-08-07T16:20:31.076545,0,0,-7,0,0,0,69,71,6553,0,33,159.34,0,3.00,-8.00,-999.00
2025-08-07T16:20:31.180628,0,0,-7,0,0,0,69,71,6553,0,33,158.82,0,5.00,-6.00,-999.00
2025-08-07T16:20:31.281364,0,0,-7,0,0,0,69,71,6553,0,33,159.20,0,5.00,-7.00,-1003.00
2025-08-07T16:20:31.384935,0,0,-7,0,0,0,69,71,6553,0,33,159.06,0,3.00,-8.00,-1003.00
2025-08-07T16:20:31.486490,0,0,-7,0,0,0,69,71,6553,0,33,159.09,0,5.00,-7.00,-1000.00
2025-08-07T16:20:31.589091,0,0,-7,0,0,0,69,71,6553,0,33,159.29,0,4.00,-7.00,-1004.00
2025-08-07T16:20:31.689725,0,0,-7,0,0,0,68,72,6553,0,33,159.10,0,4.00,-8.00,-996.00
2025-08-07T16:20:31.791665,0,0,-7,0,0,0,68,72,6553,0,33,159.13,0,4.00,-8.00,-993.00
2025-08-07T16:20:31.898679,0,0,-7,0,0,0,68,72,6553,0,33,159.26,0,5.00,-7.00,-1005.00
2025-08-07T16:20:31.994602,0,0,-7,0,0,0,68,72,6553,0,33,159.04,0,5.00,-7.00,-1005.00
2025-08-07T16:20:32.096597,0,0,-7,0,0,0,68,72,6553,0,33,159.03,0,3.00,-8.00,-998.00
2025-08-07T16:20:32.198592,0,0,-7,0,0,0,68,72,6553,0,33,158.90,0,5.00,-7.00,-1000.00
2025-08-07T16:20:32.318229,0,0,-7,0,0,0,68,72,6553,0,33,159.07,0,4.00,-9.00,-1001.00
2025-08-07T16:20:32.402893,0,0,-7,0,0,0,68,72,6553,0,33,159.12,0,4.00,-7.00,-1003.00
2025-08-07T16:20:32.508492,0,0,-7,0,0,0,68,72,6553,0,33,159.07,0,3.00,-9.00,-1002.00
2025-08-07T16:20:32.607213,0,0,-7,0,0,0,68,72,6553,0,33,159.31,0,4.00,-9.00,-1008.00
2025-08-07T16:20:32.710019,0,0,-7,0,0,0,69,72,6553,0,33,158.89,0,3.00,-9.00,-1004.00
2025-08-07T16:20:32.810586,0,0,-7,0,0,0,69,72,6553,0,33,159.07,0,6.00,-8.00,-999.00
2025-08-07T16:20:32.912681,0,0,-7,0,0,0,69,72,6553,0,33,159.04,0,5.00,-9.00,-999.00
2025-08-07T16:20:33.014609,0,0,-7,0,0,0,69,72,6553,0,33,159.12,0,4.00,-7.00,-1000.00
2025-08-07T16:20:33.116663,0,0,-7,0,0,0,69,72,6553,0,33,159.09,0,4.00,-7.00,-1005.00
2025-08-07T16:20:33.218696,0,0,-7,0,0,0,69,72,6553,0,33,158.85,0,4.00,-9.00,-1002.00
2025-08-07T16:20:33.321048,0,0,-7,0,0,0,69,72,6553,0,33,159.15,0,5.00,-7.00,-1000.00
2025-08-07T16:20:33.425893,0,0,-7,0,0,0,69,72,10,0,33,159.09,0,4.00,-8.00,-994.00
2025-08-07T16:20:33.524578,0,0,-7,0,0,0,69,72,6553,0,33,159.08,0,5.00,-7.00,-998.00
2025-08-07T16:20:33.626717,0,0,-7,0,0,0,69,72,6553,0,33,158.89,0,3.00,-7.00,-995.00
