TS,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz
2025-08-06T19:18:38.656934,0,-7,41,0,0,0,76,78,10,0,29,141.90,0,-11.00,137.00,-993.00
2025-08-06T19:18:38.758830,0,-7,41,0,0,0,76,78,10,0,29,142.02,0,-14.00,134.00,-986.00
2025-08-06T19:18:38.893674,0,-7,41,0,0,0,76,78,10,0,29,141.78,0,-12.00,134.00,-991.00
2025-08-06T19:18:38.963054,0,-7,41,0,0,0,76,78,10,0,29,141.92,0,-9.00,134.00,-988.00
2025-08-06T19:18:39.138285,0,-7,41,0,0,0,76,78,10,0,29,141.47,0,-12.00,134.00,-992.00
2025-08-06T19:18:39.166970,0,-7,41,0,0,0,76,78,10,0,29,141.81,0,-10.00,133.00,-994.00
2025-08-06T19:18:39.343649,0,-7,41,0,0,0,76,78,10,0,29,141.48,0,-12.00,137.00,-989.00
2025-08-06T19:18:39.370993,0,-7,41,0,0,0,76,78,10,0,28,141.83,0,-8.00,136.00,-990.00
2025-08-06T19:18:39.547389,0,-7,41,0,0,0,76,78,10,0,28,141.97,0,-8.00,130.00,-998.00
2025-08-06T19:18:39.574440,0,-7,41,0,0,0,76,78,10,0,28,141.82,0,-6.00,130.00,-994.00
2025-08-06T19:18:39.768918,0,-7,41,0,0,0,76,78,10,0,28,141.76,0,33.00,155.00,-893.00
2025-08-06T19:18:39.778608,-3,-4,42,0,0,0,76,78,10,0,28,141.67,0,-162.00,108.00,-762.00
2025-08-06T19:18:39.829582,-8,0,41,0,0,0,76,78,10,0,28,141.54,0,-365.00,-135.00,-1011.00
2025-08-06T19:18:39.957016,-17,0,39,0,0,-1,76,78,10,0,28,141.83,0,-19.00,-131.00,-1401.00
2025-08-06T19:18:40.033374,-5,-9,38,0,0,-5,76,78,10,0,28,141.66,0,203.00,81.00,-779.00
2025-08-06T19:18:40.161736,12,-6,37,0,0,-2,76,78,10,0,28,141.72,0,255.00,310.00,-636.00
2025-08-06T19:18:40.237381,12,2,28,0,0,0,76,78,10,0,28,141.97,0,44.00,244.00,-980.00
2025-08-06T19:18:40.366573,8,0,26,0,0,1,76,78,10,0,28,142.00,0,-2.00,-57.00,-1016.00
2025-08-06T19:18:40.441422,7,-3,22,0,0,1,76,78,10,0,28,141.90,0,79.00,-34.00,-1006.00
2025-08-06T19:18:40.571492,5,-6,18,0,0,1,76,78,10,0,28,141.79,0,130.00,87.00,-1005.00
2025-08-06T19:18:40.645570,12,-6,16,0,0,0,76,78,10,0,28,141.65,0,200.00,138.00,-1104.00
2025-08-06T19:18:40.776265,13,-3,18,0,0,0,76,78,10,0,28,142.01,0,250.00,28.00,-964.00
2025-08-06T19:18:40.849526,11,-4,17,0,0,0,76,78,10,0,28,141.90,0,196.00,75.00,-1115.00
2025-08-06T19:18:40.981094,4,-3,19,0,0,0,76,78,10,0,28,141.95,0,22.00,55.00,-990.00
2025-08-06T19:18:41.053472,3,-2,21,0,0,-1,76,78,10,0,28,141.77,0,12.00,45.00,-975.00
2025-08-06T19:18:41.185985,1,-2,19,0,0,0,76,78,10,0,28,141.92,0,43.00,40.00,-849.00
2025-08-06T19:18:41.257413,1,-2,20,0,0,0,76,79,10,0,28,141.96,0,32.00,-7.00,-872.00
2025-08-06T19:18:41.390651,2,-1,21,0,0,1,76,79,10,0,28,142.19,0,52.00,-13.00,-963.00
2025-08-06T19:18:41.461417,1,0,21,0,0,1,76,79,10,0,28,141.97,0,51.00,-15.00,-1027.00
2025-08-06T19:18:41.595509,2,2,20,0,0,1,76,79,10,0,28,141.80,0,43.00,-42.00,-1110.00
2025-08-06T19:18:41.665347,0,3,19,0,0,0,76,79,10,0,28,141.81,0,61.00,-90.00,-1195.00
2025-08-06T19:18:41.800125,1,3,18,0,0,-1,76,79,10,0,28,142.13,0,52.00,-90.00,-1118.00
2025-08-06T19:18:41.869457,3,1,17,0,0,-2,76,79,10,0,28,142.04,0,64.00,-63.00,-1035.00
2025-08-06T19:18:42.005423,3,-1,17,0,0,-3,76,79,10,0,28,142.08,0,74.00,0.00,-837.00
2025-08-06T19:18:42.073415,4,-3,16,0,0,-1,76,79,10,0,28,141.91,0,54.00,59.00,-700.00
2025-08-06T19:18:42.209792,4,-3,15,0,0,1,76,79,10,0,28,141.54,0,5.00,-26.00,-660.00
2025-08-06T19:18:42.277332,4,0,15,0,0,4,76,79,10,0,28,141.90,0,115.00,-81.00,-1048.00
2025-08-06T19:18:42.379291,0,1,11,0,0,4,76,79,10,0,28,141.74,0,-5.00,-108.00,-1233.00
2025-08-06T19:18:42.481330,-1,1,7,0,0,2,76,79,10,0,28,141.61,0,60.00,-71.00,-1149.00
2025-08-06T19:18:42.619481,-1,1,1,0,0,1,76,79,10,0,28,141.70,0,53.00,0.00,-996.00
2025-08-06T19:18:42.685267,0,0,-6,0,0,0,76,79,10,0,28,141.69,0,13.00,-20.00,-816.00
2025-08-06T19:18:42.824289,1,-1,-12,0,0,2,76,79,77,0,28,141.75,0,-30.00,54.00,-864.00
2025-08-06T19:18:42.838275,0,0,-19,0,0,3,76,79,73,0,28,141.45,0,-99.00,14.00,-887.00
2025-08-06T19:18:42.984119,1,0,-24,0,0,4,76,79,69,0,28,141.38,0,-223.00,-18.00,-1115.00
2025-08-06T19:18:43.042276,0,0,-24,0,0,3,76,79,65,0,28,141.46,0,54.00,8.00,-1451.00
2025-08-06T19:18:43.233929,-4,-1,-23,0,0,0,76,79,67,0,28,141.67,0,19.00,60.00,-1256.00
2025-08-06T19:18:43.246373,-9,-3,-12,0,0,-1,76,78,69,0,28,141.78,0,-24.00,10.00,-985.00
2025-08-06T19:18:43.438843,-19,-6,-14,0,0,0,76,78,70,0,28,141.64,0,-103.00,91.00,-762.00
2025-08-06T19:18:43.450204,-12,-7,-16,0,0,0,76,78,72,0,28,141.44,0,-203.00,155.00,-971.00
2025-08-06T19:18:43.643443,-9,0,-23,1,0,0,76,78,71,0,28,141.85,0,171.00,221.00,-633.00
2025-08-06T19:18:43.654355,-6,1,-25,0,1,2,76,78,69,0,28,141.55,0,-98.00,-85.00,-748.00
2025-08-06T19:18:43.848010,-1,7,-29,0,1,5,76,78,65,0,28,141.63,0,-146.00,-106.00,-850.00
2025-08-06T19:18:43.858019,4,7,-23,0,0,4,76,78,59,0,28,141.38,0,92.00,-379.00,-1003.00
2025-08-06T19:18:44.053166,5,11,-28,0,0,5,76,78,53,-10,28,141.44,0,169.00,73.00,-963.00
2025-08-06T19:18:44.062139,7,13,-28,1,0,4,76,78,49,-10,28,141.71,0,274.00,-180.00,-1137.00
2025-08-06T19:18:44.257711,6,12,-24,1,1,3,76,78,45,-10,28,141.73,0,180.00,-304.00,-1065.00
2025-08-06T19:18:44.267080,7,11,-24,1,0,3,76,80,41,-20,28,141.25,0,120.00,-209.00,-1062.00
2025-08-06T19:18:44.463818,7,11,-25,0,0,2,76,80,37,-20,28,141.36,0,128.00,-218.00,-1013.00
2025-08-06T19:18:44.470957,10,8,-33,0,0,2,76,80,34,0,28,141.22,0,175.00,-284.00,-992.00
2025-08-06T19:18:44.667387,13,9,-33,0,0,2,76,80,31,0,28,141.30,0,131.00,-246.00,-981.00
2025-08-06T19:18:44.675101,14,12,-28,0,0,2,76,80,10,0,28,141.33,0,136.00,-103.00,-961.00
2025-08-06T19:18:44.872146,10,14,-24,0,0,1,76,80,10,0,28,141.16,0,226.00,-183.00,-986.00
2025-08-06T19:18:44.879122,6,13,-22,0,0,0,76,80,10,0,28,141.26,0,274.00,-167.00,-1135.00
2025-08-06T19:18:45.076883,8,14,-25,0,0,0,76,80,10,0,28,141.34,0,269.00,-285.00,-917.00
2025-08-06T19:18:45.083568,12,14,-27,0,0,-3,76,80,10,0,28,141.42,0,77.00,-120.00,-998.00
2025-08-06T19:18:45.281747,8,13,-33,0,0,-4,76,80,10,0,28,141.21,0,261.00,-318.00,-1221.00
2025-08-06T19:18:45.287059,4,12,-38,0,0,-4,77,80,33,0,28,141.54,0,156.00,-256.00,-926.00
2025-08-06T19:18:45.486462,7,13,-44,1,0,-4,77,80,38,0,28,141.25,0,115.00,-304.00,-923.00
2025-08-06T19:18:45.490987,9,13,-49,1,0,-5,77,80,43,0,28,141.30,0,241.00,-258.00,-820.00
2025-08-06T19:18:45.691353,13,14,-50,0,-1,-4,77,80,49,10,28,141.36,0,252.00,-232.00,-920.00
2025-08-06T19:18:45.694934,11,14,-50,1,-1,-4,77,80,54,10,28,141.24,0,295.00,-295.00,-940.00
2025-08-06T19:18:45.798207,11,15,-49,0,-2,-4,77,80,59,10,28,141.45,0,200.00,-356.00,-1021.00
