TS,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz
2025-08-06T19:21:25.799854,0,-1,14,0,0,0,86,87,10,0,26,141.87,0,6.00,21.00,-981.00
2025-08-06T19:21:25.883240,0,-1,14,0,0,0,86,87,10,0,26,141.99,0,5.00,21.00,-989.00
2025-08-06T19:21:26.045401,0,-1,14,0,0,0,86,87,10,0,26,141.97,0,4.00,20.00,-994.00
2025-08-06T19:21:26.087038,0,-1,14,0,0,0,86,87,10,0,26,141.84,0,4.00,20.00,-997.00
2025-08-06T19:21:26.191568,0,-1,14,0,0,0,86,87,10,0,26,141.91,0,4.00,20.00,-992.00
2025-08-06T19:21:26.292782,0,-1,14,0,0,0,86,87,10,0,26,141.89,0,7.00,18.00,-986.00
2025-08-06T19:21:26.456369,0,-1,14,0,0,0,86,87,10,0,26,142.04,0,4.00,20.00,-986.00
2025-08-06T19:21:26.495478,0,-1,14,0,0,0,86,87,10,0,26,141.97,0,5.00,20.00,-991.00
2025-08-06T19:21:26.660241,0,-1,14,0,0,0,86,87,10,0,26,141.65,0,4.00,22.00,-993.00
2025-08-06T19:21:26.699284,0,-1,14,0,0,0,86,87,10,0,26,141.57,0,3.00,21.00,-997.00
2025-08-06T19:21:26.866043,0,-1,14,0,0,0,86,87,10,0,26,142.10,0,4.00,22.00,-1001.00
2025-08-06T19:21:26.902916,0,-1,14,0,0,0,86,87,10,0,26,142.05,0,4.00,23.00,-996.00
2025-08-06T19:21:27.069096,0,-1,14,0,0,0,85,88,10,0,26,141.87,0,6.00,23.00,-995.00
2025-08-06T19:21:27.107552,0,-1,14,0,0,0,85,88,10,0,26,142.13,0,5.00,21.00,-993.00
2025-08-06T19:21:27.274258,0,-1,14,0,0,0,85,88,10,0,26,141.83,0,4.00,21.00,-995.00
2025-08-06T19:21:27.310895,0,-1,14,0,0,0,85,88,10,0,26,141.92,0,3.00,21.00,-988.00
2025-08-06T19:21:27.479487,0,-1,14,0,0,0,85,88,10,0,26,141.90,0,4.00,22.00,-1000.00
2025-08-06T19:21:27.514884,0,-1,14,0,0,0,85,88,10,0,26,142.02,0,4.00,22.00,-998.00
2025-08-06T19:21:27.683247,0,-1,14,0,0,0,85,88,10,0,26,141.98,0,1.00,22.00,-995.00
2025-08-06T19:21:27.718671,0,-1,14,0,0,0,85,88,10,0,26,141.77,0,4.00,22.00,-997.00
2025-08-06T19:21:27.888591,0,-1,14,0,0,0,85,88,10,0,26,141.97,0,7.00,17.00,-982.00
2025-08-06T19:21:27.922795,0,-1,14,0,0,0,85,88,10,0,26,141.71,0,2.00,22.00,-971.00
2025-08-06T19:21:28.093040,0,-1,14,0,0,0,85,88,10,0,26,141.63,0,5.00,22.00,-993.00
2025-08-06T19:21:28.127561,0,-1,14,0,0,0,85,88,10,0,26,141.99,0,2.00,21.00,-993.00
2025-08-06T19:21:28.297759,0,-1,14,0,0,0,85,88,10,0,26,141.93,0,5.00,20.00,-996.00
2025-08-06T19:21:28.330643,0,-1,14,0,0,0,85,88,10,0,26,141.49,0,3.00,22.00,-996.00
2025-08-06T19:21:28.502831,0,-1,14,0,0,0,85,88,10,0,26,141.92,0,-3.00,43.00,-1010.00
2025-08-06T19:21:28.534822,1,0,14,0,0,0,85,88,10,0,26,141.88,0,87.00,-53.00,-1044.00
2025-08-06T19:21:28.707797,0,-1,14,0,0,0,85,88,10,0,26,141.91,0,-135.00,-235.00,-1536.00
2025-08-06T19:21:28.739124,0,-6,13,0,-2,-4,85,88,10,0,26,141.97,0,52.00,-391.00,-1033.00
2025-08-06T19:21:28.912788,-7,-9,2,1,-7,-5,85,88,10,0,26,141.98,0,16.00,-116.00,-446.00
2025-08-06T19:21:28.912993,-15,-8,2,1,-9,-1,85,88,10,0,26,141.75,0,168.00,131.00,-10.00
2025-08-06T19:21:29.117371,-14,-1,-2,3,-7,6,86,89,31,0,26,141.78,0,-158.00,242.00,-803.00
2025-08-06T19:21:29.117462,-5,4,-9,4,-4,9,86,89,70,0,26,142.00,0,-65.00,98.00,-1313.00
2025-08-06T19:21:29.197596,0,7,-12,2,-1,8,86,89,65,0,26,141.50,0,48.00,325.00,-1232.00
2025-08-06T19:21:29.299454,0,14,-26,2,1,8,86,89,58,-10,26,141.62,0,-137.00,-373.00,-935.00
2025-08-06T19:21:29.424004,8,12,-34,0,1,7,86,89,48,-10,26,141.31,0,66.00,-286.00,-1248.00
2025-08-06T19:21:29.503936,16,15,-36,0,1,5,86,89,42,-20,26,141.49,0,431.00,-524.00,-777.00
2025-08-06T19:21:29.628753,19,9,-39,-1,0,4,86,89,34,-20,26,141.48,0,360.00,-194.00,-1070.00
